Users, Average Linear Acceleration,Average Angular Velocity,Mid Stroke Area Covered,Angle Between Start And EndVectors,Direct End To End Distance,EndPoint x,Start Point x,Scaled Duration,Start Point y,End Point y
User 19,0.4851623,0.076597825,4.01E-05,0.001373483,0.07867445,0.6415861,0.5792999,0.0242,0.81511444,0.767051
User 19,0.5516489,0.12132192,5.54E-04,0.003296377,0.1885879,0.7431563,0.6043157,0.0199,0.796745,0.66911787
User 19,0.6920634,0.11204171,1.55E-04,0.002206977,0.12636623,0.68529236,0.5879762,0.0147,0.8088782,0.7282681
User 19,0.68646383,0.14550836,4.92E-04,0.003181305,0.18202311,0.72554594,0.5887827,0.0168,0.8082914,0.6881738
User 19,0.7649222,0.21913196,3.08E-04,0.002807375,0.16067739,0.6889,0.5639157,0.0105,0.82583237,0.7248564
User 19,0.5571442,0.21223287,8.75E-05,0.001922602,0.1101013,0.6591321,0.57246345,0.0073,0.81993026,0.75202715
User 19,0.41330075,0.071762905,2.75E-04,0.002601075,0.14889275,0.6001164,0.7122351,0.0337,0.701941,0.7999127
User 19,0.45105395,0.07512301,1.45E-04,0.002101569,0.1203383,0.5866152,0.67964906,0.0338,0.73353744,0.8098658
User 19,0.43876576,0.055987623,7.79E-05,0.001710369,0.097957715,0.58717704,0.6635574,0.0327,0.7481254,0.80945855
User 19,0.45262367,0.0580517,2.08E-05,0.001100194,0.06302603,0.6007369,0.6499047,0.0359,0.7600157,0.79944676
User 19,0.45234898,0.06562717,1.64E-05,0.001161793,0.06655355,0.7383305,0.69183385,0.0612,0.72205675,0.67443913
User 19,0.43545377,0.06376508,1.49E-04,0.002128189,0.12186071,0.67733735,0.5828251,0.0221,0.81259763,0.73567253
User 19,0.40012404,0.050202094,1.15E-04,0.001961322,0.11231637,0.6753589,0.5883977,0.0232,0.80857164,0.7374892
User 19,0.4765639,0.056441322,5.05E-05,0.001490282,0.08536095,0.66971076,0.6039377,0.0263,0.7970315,0.742622
User 19,0.3880904,0.06023301,2.74E-04,0.002613209,0.149586,0.6980618,0.58344275,0.0232,0.8121543,0.7160375
User 19,0.40404433,0.063950546,2.68E-04,0.002599551,0.14880566,0.6931661,0.5785331,0.0201,0.81565887,0.72077787
User 19,0.44550258,0.041619774,1.59E-04,0.002167774,0.12412447,0.6775826,0.5812519,0.1099,0.8137237,0.7354467
User 19,0.47032067,0.04877895,9.47E-05,0.001827712,0.104672335,0.66609144,0.58447754,0.0243,0.8114099,0.74587005
User 19,0.4289395,0.049793657,4.83E-05,0.001461634,0.08372096,0.65028566,0.5844605,0.0254,0.81142217,0.75968975
User 19,0.43070665,0.05766151,8.38E-05,0.001755017,0.10051268,0.6567838,0.5777674,0.0243,0.81620145,0.7540789
User 19,0.46605045,0.057363953,6.51E-05,0.00161623,0.09257009,0.6525781,0.5797149,0.0232,0.8148194,0.7577215
User 19,0.49742427,0.05724304,6.70E-05,0.001632017,0.093473606,0.6536148,0.58009326,0.0253,0.81455004,0.7568274
User 19,0.5083615,0.045113675,4.22E-05,0.001406466,0.08056273,0.653106,0.5900286,0.0222,0.80738235,0.7572665
User 19,0.4273578,0.04433004,1.40E-05,9.69E-04,0.055514224,0.63048095,0.5864356,0.0274,0.80999583,0.77620476
User 19,0.49827707,0.12624091,1.60E-05,0.001089998,0.062442154,0.5258271,0.57788885,0.0517,0.81611544,0.8505915
User 19,0.50966877,0.065959506,1.77E-04,0.002250977,0.12888211,0.66770977,0.566421,0.0242,0.82411605,0.7444217
User 19,0.41801968,0.0382298,5.73E-05,0.001550972,0.08883493,0.63644797,0.56548417,0.0242,0.8247592,0.7713196
User 19,0.46011522,0.06298845,8.07E-05,0.001731583,0.099171735,0.65640134,0.57844913,0.0242,0.8157184,0.7544119
User 19,0.55740994,0.08015076,1.68E-05,0.001031634,0.059099644,0.62931347,0.58230513,0.0211,0.8129703,0.7771515
User 19,0.47047403,0.07100902,5.62E-05,0.001537174,0.0880451,0.6483943,0.57891697,0.0221,0.8153865,0.7613047
User 19,0.4932436,0.11238069,9.40E-05,0.001821743,0.10433079,0.65212846,0.5695929,0.0243,0.82192695,0.7581085
User 19,0.5578137,0.10869868,1.96E-04,0.002330676,0.13343872,0.6748972,0.57064205,0.0243,0.82119894,0.73791176
User 19,0.45965812,0.06453673,9.28E-06,6.64E-04,0.03806593,0.68326086,0.6549761,0.1488,0.75564957,0.73017436
User 19,0.34837058,0.2565131,5.12E-04,0.003216072,0.18400675,0.5179073,0.66587806,0.0169,0.7460606,0.85543674
User 19,0.76428574,0.3760618,9.25E-04,0.003934192,0.22493565,0.5208993,0.6985125,0.0158,0.71559787,0.85361814
User 19,0.981985,0.9040868,0.001177354,0.004319138,0.24683739,0.4960538,0.69363016,0.0105,0.7203313,0.8682918
User 19,0.47367138,0.08535249,1.75E-04,0.002240637,0.12829088,0.68438214,0.5854029,0.0251,0.81074256,0.72912353
User 19,0.47420514,0.07419146,6.28E-05,0.001593677,0.09127922,0.6710935,0.6006964,0.0222,0.7994773,0.7413727
User 19,0.42506704,0.070347644,3.51E-05,0.001321607,0.07570441,0.6508526,0.5915536,0.0211,0.80626565,0.75920415
User 19,0.52253574,0.089944,1.17E-04,0.001976347,0.11317583,0.6671892,0.578748,0.0211,0.81550646,0.7448883
User 19,0.45373407,0.06372255,2.48E-06,5.36E-04,0.030706262,0.5489625,0.5743664,0.0464,0.81859833,0.83584696
User 19,0.42467415,0.049767755,6.25E-05,0.001590702,0.09110896,0.646262,0.57412523,0.0241,0.8187675,0.76311564
User 19,0.58062255,0.08307952,1.96E-05,0.001080249,0.06188383,0.58229655,0.53089553,0.0338,0.84743726,0.8129765
User 19,0.55144936,0.13620077,1.12E-05,9.00E-04,0.0515763,0.58191246,0.5392079,0.02,0.8421727,0.81325144
User 19,1.1236937,0.27231702,4.74E-05,0.001457341,0.083475225,0.6336391,0.5669089,0.021,0.8237805,0.7736288
User 19,0.6492914,0.17881101,3.65E-04,0.002875075,0.16454345,0.703006,0.5768653,0.0242,0.8168393,0.7111839
User 19,0.4582168,0.09932779,1.11E-04,0.001926474,0.11032277,0.63599044,0.54711396,0.0264,0.8370581,0.7716969
User 19,0.468727,0.10013584,5.30E-05,0.001513744,0.086703956,0.64677924,0.5782832,0.0232,0.81583613,0.76267725
User 19,0.4647483,0.07909246,1.84E-05,0.001056381,0.060516946,0.61473846,0.56590307,0.0265,0.8244718,0.78873104
User 19,0.5340806,0.055909913,1.57E-05,0.001002638,0.057439014,0.61146104,0.5650211,0.0232,0.82507646,0.79127455
User 19,0.45122376,0.048086315,2.27E-05,0.001138768,0.065235026,0.6163533,0.56369853,0.0232,0.8259806,0.78746974
User 19,0.45817134,0.05580534,2.80E-05,0.001222152,0.07000985,0.6203226,0.5639241,0.0211,0.82582664,0.78434676
User 19,0.545317,0.06765937,3.25E-05,0.001285256,0.07362313,0.6227873,0.5635364,0.0191,0.82609123,0.7823912
User 19,0.52669543,0.07679112,3.20E-05,0.00127446,0.07300495,0.6314383,0.57318336,0.0222,0.81942713,0.77542615
User 19,0.5712186,0.08373203,3.33E-05,0.001296064,0.07424196,0.6428224,0.5842196,0.0211,0.8115957,0.76601523
User 19,0.5053047,0.057498444,7.76E-06,8.00E-04,0.045844547,0.6204819,0.5838871,0.0252,0.8118349,0.78422076
User 19,0.5199551,0.082113154,2.31E-05,0.00114203,0.06542183,0.6239078,0.571473,0.0232,0.8206209,0.78149796
User 19,0.41027957,0.066076994,4.06E-05,0.001381438,0.07912991,0.63890994,0.57608414,0.0211,0.81739044,0.76928157
User 19,0.47391146,0.076809175,2.04E-05,0.001096042,0.06278826,0.63557184,0.5858677,0.0231,0.8104067,0.77204174
User 19,0.45787546,0.049789593,2.51E-05,0.001178963,0.06753677,0.62442017,0.570274,0.0242,0.8214545,0.7810886
User 19,0.41873768,0.06348508,2.72E-05,0.00120786,0.069191486,0.6353087,0.58038616,0.0232,0.81434137,0.77225834
User 19,0.46171716,0.06572361,1.02E-04,0.00187909,0.107611924,0.66776925,0.5839159,0.0211,0.8118141,0.7443683
User 19,0.5182289,0.0662951,8.29E-05,0.001751519,0.100312546,0.6498842,0.57046956,0.0232,0.82131875,0.7600332
User 19,0.50682664,0.07435814,4.85E-05,0.001473217,0.084384054,0.6303035,0.5626063,0.02,0.82672495,0.7763488
User 19,0.50182635,0.09436239,4.28E-05,0.001409711,0.08074851,0.6242255,0.55915755,0.0211,0.8290614,0.7812442
User 19,0.4960592,0.09953978,5.12E-05,0.00149658,0.08572145,0.6401398,0.57199216,0.02,0.8202591,0.76825845
User 19,0.5997529,0.08704419,3.71E-05,0.001363589,0.07810805,0.64576805,0.58420557,0.02,0.81160575,0.76353365
User 19,0.6639854,0.0911805,4.46E-05,0.001428392,0.08181799,0.64988905,0.5855818,0.02,0.81061333,0.76002914
User 19,0.4194076,0.13076913,3.05E-04,0.002693601,0.15417881,0.5486175,0.67061806,0.0295,0.7418028,0.83607346
User 19,0.48002014,0.074901275,7.31E-05,0.001676235,0.09600429,0.6259621,0.69786036,0.0317,0.71623385,0.77985346
User 19,0.42370027,0.055932254,9.60E-05,0.001832457,0.10494381,0.61609405,0.69524896,0.0369,0.718769,0.78767264
User 19,0.447879,0.079050474,1.99E-04,0.002341187,0.13403958,0.5647325,0.67003,0.0221,0.742334,0.825274
User 19,0.41206247,0.21281469,3.81E-04,0.002929407,0.1676457,0.5097838,0.64633846,0.0137,0.7630508,0.86030257
User 19,0.47964972,0.086775444,3.52E-04,0.002837107,0.16237535,0.5583725,0.68527186,0.0232,0.72828734,0.8295903
User 19,0.43819627,0.08288555,2.30E-04,0.0024583,0.14073381,0.5512947,0.6629599,0.0242,0.74865496,0.8343106
User 19,0.46510065,0.08042098,1.09E-04,0.001913524,0.10958192,0.53597504,0.62513083,0.0264,0.78052,0.8442338
User 19,0.45254898,0.06795549,1.58E-04,0.002169574,0.12422744,0.5384305,0.63875645,0.0274,0.769409,0.8426699
User 19,0.53538436,0.074535504,6.65E-05,0.001627233,0.09319979,0.5466441,0.62222743,0.0221,0.78283656,0.8373651
User 19,0.40260527,0.062025435,5.13E-05,0.001487885,0.0852237,0.54655033,0.6158692,0.0264,0.7878484,0.83742625
User 19,0.42777297,0.05424326,6.33E-05,0.001596743,0.09145475,0.539411,0.61408347,0.0264,0.78924114,0.8420426
User 19,0.42349827,0.04187066,9.21E-06,8.39E-04,0.04805599,0.55840397,0.59761345,0.0369,0.80178434,0.82956916
User 19,0.4384869,0.079241745,1.73E-05,0.001038072,0.059468348,0.5436761,0.59260416,0.0886,0.80549383,0.83929515
User 20,0.49600124,0.029490544,7.08E-04,0.003564554,0.20387915,0.7569246,0.6086518,0.1162,0.7934374,0.65350217
User 20,0.50964606,0.055350125,0.001200758,0.004252271,0.24303502,0.7945255,0.62457603,0.0834,0.78096396,0.60723084
User 20,0.49799567,0.058290426,7.63E-04,0.003657494,0.2091757,0.77228403,0.6232327,0.0485,0.7820364,0.63527745
User 20,0.50502115,0.08066396,8.93E-04,0.003857058,0.22054371,0.7803367,0.62428105,0.04,0.7811998,0.6253596
User 20,0.5000928,0.06078599,5.94E-04,0.003368196,0.19268407,0.74706405,0.6057046,0.0486,0.7956896,0.664752
User 20,0.50390404,0.05031333,5.81E-04,0.0033383,0.19097905,0.7489832,0.60936195,0.0622,0.79289216,0.662589
User 20,0.5265338,0.058752883,6.51E-04,0.003468685,0.19841409,0.74605703,0.5999029,0.0644,0.8000728,0.66588205
User 20,0.51442367,0.056679178,6.81E-04,0.003522137,0.20146136,0.75297683,0.6057996,0.0464,0.7956172,0.6580471
User 20,0.5279943,0.06559236,5.71E-04,0.003323412,0.19012994,0.7468796,0.60752386,0.0432,0.7943014,0.6649593
User 20,0.50439143,0.06476805,5.12E-04,0.003205108,0.18338121,0.74330556,0.6086509,0.0421,0.79343814,0.66895205
User 20,0.4970888,0.040393874,6.11E-04,0.00340084,0.19454569,0.75453883,0.61319375,0.0452,0.78993255,0.65625536
User 20,0.4966451,0.052657623,0.001395997,0.004477847,0.25585863,0.79397213,0.6137118,0.0454,0.78953016,0.60795414
User 20,0.545255,0.061558165,0.001486393,0.004575146,0.2613867,0.80368096,0.62201923,0.0316,0.78300196,0.59506047
User 20,0.49106705,0.041735534,4.16E-04,0.002987726,0.17097515,0.75158995,0.6282369,0.057,0.7780221,0.65963066
User 20,0.4837575,0.042369988,2.19E-04,0.002413518,0.13817427,0.73730415,0.63714373,0.0401,0.77074504,0.67556095
User 20,0.48558742,0.03503692,7.18E-04,0.003582732,0.20491518,0.77720034,0.632618,0.0803,0.774464,0.6292532
User 20,0.49371576,0.076697275,0.002465337,0.005419098,0.30924574,0.81631964,0.60081387,0.0315,0.79938895,0.5776004
User 20,0.49905547,0.036199782,4.32E-04,0.003023689,0.17302804,0.7628429,0.639966,0.0538,0.76840323,0.64658386
User 20,0.51479745,0.15074554,6.34E-06,5.82E-04,0.033343073,0.57229483,0.5993158,0.0433,0.8005127,0.8200479
User 20,0.60623795,0.29623732,0.00193094,0.005003824,0.2857171,0.8195752,0.62409383,0.02,0.7813494,0.57297164
User 20,0.6952657,0.18230695,0.00137491,0.004468441,0.25532416,0.78158814,0.5981454,0.0211,0.80138755,0.6237948
User 20,0.56502104,0.09120817,6.71E-04,0.003521904,0.20144802,0.79498744,0.6572745,0.0264,0.75365126,0.6066259
User 20,0.5000844,0.0854403,0.002549239,0.00548332,0.31288058,0.83137184,0.6189465,0.0241,0.7854332,0.5557166
User 20,0.48023406,0.103152335,3.78E-04,0.002910653,0.16657495,0.73140764,0.60806084,0.019,0.7938904,0.6819405
User 20,0.4886746,0.07779271,6.30E-04,0.003448017,0.19723575,0.7384145,0.59169465,0.0168,0.8061622,0.6743471
User 20,0.69799274,0.08623957,0.001194659,0.004255848,0.24323846,0.79082245,0.61966,0.0264,0.7848703,0.61204565
User 20,0.5170784,0.08592904,0.001108014,0.004161627,0.23787917,0.7794799,0.6094697,0.019,0.79280937,0.6264272
User 20,0.55571944,0.09764105,4.63E-04,0.003130504,0.17912434,0.75561064,0.6266299,0.0157,0.779317,0.6550211
User 20,0.50430447,0.06981711,0.002278559,0.005270566,0.30083507,0.81126046,0.6006577,0.0496,0.7995063,0.5846849
User 20,1.1651839,0.20536028,0.003097618,0.005926321,0.3379243,0.5992997,0.83170927,0.0137,0.55521137,0.8005247
User 20,0.6606813,0.114865996,0.00101161,0.004109546,0.23491609,0.62886345,0.792898,0.0116,0.6093544,0.77751577
User 20,1.1204426,0.42618397,0.002693106,0.005802855,0.33094987,0.8280566,0.59972167,0.0105,0.8002087,0.5606445
User 20,0.9430099,0.35122377,0.001551747,0.00477107,0.2725118,0.8155048,0.6289786,0.0094,0.7774226,0.5787503
User 20,0.6531312,0.09723286,1.38E-04,0.001264996,0.07246306,0.8541692,0.8142709,0.0422,0.58048505,0.5199952
User 20,0.49961936,0.07782854,1.38E-05,0.001100717,0.06305596,0.5717821,0.62235117,0.0602,0.78273815,0.8204055
User 20,0.60361284,0.1020581,8.23E-04,0.003861975,0.2208237,0.6263279,0.7821498,0.0126,0.62309045,0.77955973
User 20,0.887222,0.24472488,0.001857945,0.005041156,0.28783396,0.5969793,0.8007627,0.0105,0.5989817,0.80225664
User 20,0.9727252,0.14641751,0.001483092,0.004700296,0.26849404,0.6181769,0.80503136,0.0096,0.5932322,0.786039
User 20,0.8529937,0.5212587,0.002122174,0.005291686,0.30203134,0.78868556,0.56915414,0.0116,0.8222309,0.6147968
User 20,1.003106,0.33549982,0.001058036,0.00419373,0.23970543,0.7830838,0.61258423,0.0095,0.7904053,0.6219162
User 20,0.8448809,0.2887358,0.003892986,0.006393452,0.3642731,0.87277424,0.6400316,0.0127,0.7683486,0.48812413
User 20,0.5555658,0.061275654,8.67E-07,8.67E-04,0.049674787,0.7368968,0.76955765,0.076,0.6385773,0.67600524
User 20,0.5291943,0.066441454,3.47E-04,0.002813834,0.16104627,0.7171966,0.596032,0.0369,0.8029607,0.6968709
User 20,0.49367338,0.039394617,4.22E-04,0.003006761,0.17206177,0.7231325,0.5940242,0.0326,0.8044472,0.6907093
User 20,0.4862551,0.072472095,0.001152895,0.004202435,0.24020058,0.7725889,0.5989001,0.0294,0.80082375,0.6349066
User 20,0.51246697,0.07828212,7.72E-04,0.003680492,0.21048613,0.77887046,0.63033617,0.0221,0.7763223,0.62718487
User 20,0.79737043,0.09328164,2.73E-04,0.002601215,0.14890075,0.7409462,0.6330133,0.0359,0.7741409,0.67156446
User 20,0.55120385,0.0865922,0.001796899,0.004876592,0.27850014,0.8116981,0.6191387,0.0306,0.7852816,0.58407724
User 20,0.5533957,0.064902484,0.001061454,0.004092531,0.23394796,0.7946765,0.63189024,0.0285,0.7750579,0.6070332
User 20,0.48479167,0.04543357,0.001320548,0.004391564,0.25095484,0.8029828,0.6293101,0.0496,0.7771543,0.59600216
User 20,0.551081,0.046821993,9.29E-04,0.003904916,0.22326885,0.7813373,0.6233898,0.0465,0.78191125,0.62410897
User 20,0.50427955,0.05777344,0.002338918,0.005317846,0.3035129,0.8353544,0.6319657,0.0454,0.77499634,0.5497118
User 20,0.44209862,0.051517244,0.001252109,0.004337321,0.24787119,0.6348579,0.80539095,0.0232,0.592744,0.7726289
User 20,0.5085897,0.059259582,8.83E-04,0.003866597,0.2210869,0.64670104,0.798495,0.019,0.6020015,0.7627436
User 20,0.6030586,0.06715852,7.87E-04,0.003716012,0.2125099,0.6604331,0.80418754,0.02,0.59437567,0.7508849
User 20,0.637979,0.07334057,0.001318477,0.004432631,0.253289,0.64162534,0.8137565,0.0189,0.58120596,0.7670182
User 20,0.5059461,0.055820663,8.11E-04,0.003749368,0.21441013,0.684174,0.82391983,0.0315,0.56670636,0.7293188
User 20,0.50126904,0.035357647,5.36E-04,0.003251829,0.18604673,0.6868456,0.80959165,0.038,0.5869935,0.72680336
User 20,0.49376073,0.042365044,4.41E-04,0.003048333,0.17443472,0.68687755,0.80271894,0.0433,0.5963575,0.7267732
User 20,0.51053596,0.02419273,2.00E-04,0.002340233,0.13398507,0.7264735,0.8118196,0.0592,0.5839083,0.68719447
User 20,0.4812671,0.04974638,5.27E-04,0.003233082,0.1849772,0.679598,0.80308604,0.0337,0.5958631,0.73358476
User 20,0.53202033,0.061496332,3.91E-04,0.002931547,0.16776791,0.62041247,0.7427939,0.0305,0.6695201,0.7842757
User 20,0.54333293,0.04877103,4.96E-04,0.003175833,0.18171091,0.61564404,0.7480805,0.0338,0.663608,0.78802437
User 20,0.5922281,0.054207727,4.25E-04,0.003013175,0.17242791,0.6231846,0.7482699,0.0348,0.6633944,0.78207475
User 20,0.503813,0.028723888,2.57E-04,0.002546624,0.14578138,0.63830554,0.7434444,0.0402,0.6687978,0.76978314
User 20,0.5213493,0.040133048,2.84E-04,0.002632392,0.15068202,0.6332339,0.74233556,0.0316,0.67002827,0.7739605
User 20,0.4766094,0.038248695,5.38E-04,0.003255891,0.18627843,0.6241346,0.7582158,0.0624,0.6520037,0.7813169
User 20,0.47307107,0.04560705,4.88E-04,0.003156086,0.18058412,0.58596224,0.7221445,0.0464,0.69174224,0.8103383
User 20,0.46507248,0.0302557,9.35E-04,0.003912462,0.22369845,0.75683343,0.59260345,0.0791,0.80549437,0.65360785
User 20,0.45274344,0.041663215,3.87E-04,0.002916667,0.16691831,0.7387011,0.61629444,0.0337,0.7875158,0.6740331
User 20,0.44861463,0.03804335,3.03E-04,0.002689691,0.1539555,0.73597896,0.6233375,0.0338,0.7819529,0.6770044
User 20,0.57841754,0.042598054,8.42E-04,0.003786146,0.21650508,0.77625704,0.6223774,0.0263,0.7827173,0.6304166
User 20,0.4302406,0.026814587,6.78E-04,0.003523346,0.20153022,0.76778305,0.6237263,0.0263,0.7816428,0.64070994
User 20,0.4723722,0.046009738,0.001400099,0.004493043,0.25672215,0.8010207,0.6222126,0.0231,0.7828483,0.5986367
User 20,0.4583427,0.042299,9.65E-04,0.003968232,0.22687353,0.78533214,0.6255759,0.0232,0.7801633,0.6190747
User 20,0.44028264,0.04724832,0.001184522,0.004242056,0.2424541,0.8019591,0.6346191,0.0253,0.77282506,0.59737897
User 20,0.44730535,0.051798925,0.00143452,0.0045263,0.25861174,0.8165725,0.64123774,0.0254,0.76734227,0.5772429
User 20,0.47645587,0.049345758,2.49E-04,0.002527203,0.14467162,0.7331943,0.6273997,0.0423,0.7786974,0.6800192
User 20,0.44045955,0.04802069,0.001279198,0.004355026,0.24887778,0.8030508,0.6310241,0.0264,0.7757632,0.59591055
User 20,0.4792232,0.06851883,9.40E-04,0.003935256,0.22499622,0.7995379,0.6450219,0.0221,0.7641641,0.6006156
User 20,0.4309213,0.05298333,8.05E-04,0.00373015,0.21331535,0.7710877,0.61849487,0.0327,0.78578883,0.63672894
User 20,0.4183627,0.048570685,5.39E-04,0.003264781,0.18678555,0.7460264,0.60917246,0.0316,0.7930378,0.6659164
User 20,0.4375459,0.043886717,7.95E-04,0.00371009,0.2121725,0.77168405,0.62013304,0.0347,0.78449667,0.63600606
User 20,0.41164064,0.036735464,5.39E-04,0.00326132,0.18658814,0.7580111,0.6236462,0.04,0.78170675,0.65224165
User 20,0.41961402,0.05603938,2.59E-05,0.001319192,0.07556615,0.7001572,0.75207305,0.0792,0.65907973,0.71398866
User 20,0.40477666,0.027110634,0.001150942,0.004192494,0.23963508,0.7783483,0.6066331,0.1247,0.7949819,0.6278327
User 20,0.4334507,0.05290977,0.001049165,0.004078994,0.23317762,0.7919668,0.6290375,0.0243,0.7773749,0.6105642
User 20,0.43176576,0.07660898,0.001155044,0.004247997,0.24279197,0.8278778,0.6683001,0.02,0.7438918,0.56090844
User 20,0.38820896,0.07586855,0.001485938,0.004588752,0.26215953,0.845322,0.67742145,0.02,0.7355951,0.5342571
User 20,0.3822701,0.050694197,9.29E-04,0.003912384,0.22369406,0.8092588,0.6584265,0.0274,0.752645,0.58745223
User 20,0.42958403,0.059207827,0.001138267,0.004194151,0.23972936,0.8208866,0.66137815,0.0307,0.75005263,0.5710912
User 20,0.39887297,0.039604776,6.26E-04,0.00342306,0.19581269,0.8018686,0.6700597,0.0381,0.74230725,0.59750044
User 20,0.40692538,0.05931995,9.90E-04,0.004001956,0.22879319,0.8161647,0.6634698,0.0232,0.7482031,0.5778194
User 20,0.4092028,0.04303118,0.001242453,0.004312782,0.24647601,0.82636887,0.66352797,0.0242,0.7481515,0.5631292
User 20,0.40196714,0.031161264,6.22E-04,0.00341702,0.19546826,0.8052818,0.674561,0.0444,0.73821914,0.5928922
User 20,0.45168513,0.047006674,7.75E-04,0.003683999,0.210686,0.8298866,0.69457346,0.0274,0.7194218,0.5579321
User 20,0.4198835,0.042625334,7.88E-04,0.003703349,0.21178842,0.8277412,0.69100887,0.0254,0.72284627,0.5611101
User 20,0.52528846,0.06487532,0.001652058,0.004745085,0.2710368,0.851172,0.67895675,0.0233,0.7341783,0.5248869
User 20,0.4412306,0.073933885,0.002162084,0.00518929,0.29623047,0.67687076,0.8628229,0.0327,0.50550634,0.73610187
User 20,0.46824375,0.048887074,0.001505015,0.004605967,0.26313734,0.68357474,0.8502982,0.0295,0.52630115,0.7298805
User 20,0.43052822,0.12385468,0.002781475,0.005694294,0.32481393,0.6652962,0.86948043,0.0222,0.49396738,0.7465795
User 20,0.7538397,0.12393971,0.001016599,0.004120825,0.23555787,0.6645985,0.820944,0.0126,0.5710087,0.74720067
User 20,0.49680832,0.10438612,0.001742591,0.004869029,0.27807105,0.6180328,0.81062156,0.0137,0.58557045,0.7861523
User 20,0.47210485,0.053852156,4.68E-04,0.003114214,0.17819469,0.75297004,0.62421983,0.0369,0.78124875,0.6580548
User 20,0.45913035,0.05810227,0.001686949,0.004778608,0.27293968,0.8573182,0.6861936,0.0222,0.727419,0.51478684
User 20,0.45038155,0.03966096,4.20E-04,0.003003659,0.17188467,0.77724874,0.6580185,0.0328,0.75300175,0.6291934
User 20,0.45116213,0.041327037,2.96E-04,0.002668054,0.15271945,0.7535237,0.64462864,0.0316,0.76449585,0.6574207
User 20,0.45940343,0.055845127,7.32E-04,0.003611969,0.20658146,0.7982429,0.65744424,0.0264,0.7535032,0.60233563
User 20,0.45804632,0.04054067,3.91E-04,0.002933826,0.16789801,0.7705276,0.6530256,0.0254,0.75733584,0.6374066
User 20,0.48412803,0.03235531,4.14E-04,0.002990119,0.17111176,0.7386722,0.6129408,0.0328,0.7901288,0.6740648
User 20,0.47820595,0.043051522,4.68E-04,0.003112213,0.1780805,0.7475256,0.6178554,0.0327,0.7862917,0.664233
User 20,0.47950694,0.036440574,3.06E-04,0.002698879,0.15448037,0.7328877,0.6193561,0.0296,0.7851102,0.68034965
User 20,0.46561816,0.036495842,1.16E-04,0.001956194,0.11202301,0.70510674,0.62137157,0.0295,0.78351605,0.70910114
User 20,0.4769512,0.03530832,1.97E-04,0.002330666,0.13343811,0.7823077,0.6924105,0.036,0.72150373,0.6228922
User 20,0.47314993,0.038313687,7.99E-05,0.001725393,0.0988175,0.72162604,0.6497766,0.0391,0.7601252,0.6922831
User 20,0.4710481,0.038531307,4.37E-04,0.003037341,0.17380731,0.754294,0.62922156,0.037,0.777226,0.6565368
User 20,0.45657274,0.028803462,1.88E-04,0.002293934,0.13133818,0.7325316,0.6370004,0.0326,0.7708635,0.68073297
User 20,0.456614,0.027424704,8.65E-05,0.001770661,0.10140788,0.6963983,0.62013525,0.0412,0.7844949,0.7176555
User 20,0.46671432,0.036116876,9.92E-05,0.001853355,0.10613952,0.6516936,0.72841424,0.038,0.685137,0.75848234
User 20,0.4439823,0.044162128,2.82E-04,0.002624304,0.15021993,0.74106216,0.6321225,0.0347,0.7748685,0.6714364
User 20,0.46090466,0.032101616,1.00E-04,0.001861238,0.10659058,0.71102965,0.6321465,0.036,0.7748489,0.703162
User 20,0.5432877,0.0315162,1.55E-04,0.002147746,0.12297912,0.74044096,0.6523413,0.037,0.75792533,0.6721214
User 20,0.46269143,0.030797198,4.90E-04,0.003156391,0.1806015,0.7581852,0.6285422,0.0379,0.77777547,0.6520393
User 20,0.43324026,0.024039308,1.77E-04,0.002250489,0.1288542,0.7229265,0.6280814,0.0369,0.7781477,0.69092494
User 20,0.43645552,0.037088294,4.99E-04,0.003180207,0.18196046,0.7465523,0.6136322,0.0275,0.78959197,0.6653267
User 20,0.4439061,0.0382438,5.20E-04,0.003223918,0.18445438,0.7387292,0.60236925,0.0285,0.79821754,0.6740024
User 20,0.46620774,0.03380327,7.45E-04,0.003628799,0.20754057,0.77247167,0.6247484,0.037,0.78082615,0.6350492
User 20,0.45619172,0.031748377,7.86E-04,0.003694928,0.21130867,0.7754001,0.6254005,0.041,0.7803039,0.6314702
User 20,0.46003392,0.033877935,0.002292806,0.005284057,0.30159917,0.81850547,0.6099921,0.0413,0.7924075,0.5744988
User 20,0.48447192,0.07116446,4.79E-05,0.001475775,0.0845305,0.91598016,0.87882227,0.0676,0.47714925,0.40122363
User 20,0.46327308,0.0404133,7.54E-05,0.00185202,0.106063165,0.73839784,0.80566925,0.095,0.5923656,0.67436534
User 20,0.45737487,0.03879267,7.57E-04,0.003671633,0.2099814,0.7191064,0.8483625,0.1587,0.5294157,0.6949
User 20,0.46110728,0.031352498,2.26E-04,0.002438649,0.13961066,0.70507854,0.59944665,0.0422,0.8004147,0.7091292
User 20,0.46617314,0.03297701,2.23E-04,0.002426517,0.13891725,0.7037831,0.59854174,0.0443,0.8010916,0.71041495
User 20,0.45847553,0.031770468,4.69E-04,0.003109576,0.17793,0.733611,0.60156184,0.0485,0.7988262,0.67956966
User 20,0.4610379,0.02823399,3.50E-04,0.002819652,0.16137855,0.7268947,0.60696423,0.0433,0.7947292,0.686749
User 20,0.48027825,0.03142646,3.22E-04,0.002742779,0.15698802,0.7218267,0.6046198,0.0433,0.7965142,0.6920739
